UNREGISTERED	fruit	occ=1	passages=V11-B15-G3-011
UNREGISTERED	fully	occ=1	passages=V11-B15-G3-010
UNREGISTERED	gained	occ=1	passages=V11-B15-G2-011
UNREGISTERED	ground	occ=1	passages=V11-B15-G3-007
UNREGISTERED	guesses	occ=1	passages=V11-B15-G3-012
UNREGISTERED	halls	occ=1	passages=V11-B15-G2-003
UNREGISTERED	handle	occ=1	passages=V11-B15-G2-013
FUTURE_V7	handle	occ=1	passages=V11-B15-G1-010
FUTURE_V7	happen	occ=1	passages=V11-B15-G3-014
FUTURE_V7	held	occ=1	passages=V11-B15-G1-008
UNREGISTERED	hide	occ=1	passages=V11-B15-G2-008
UNREGISTERED	historical	occ=1	passages=V11-B15-G3-013
UNREGISTERED	icy	occ=1	passages=V11-B15-G2-006
UNREGISTERED	identify	occ=1	passages=V11-B15-G3-012
FUTURE_V7	ignored	occ=1	passages=V11-B15-G2-012
UNREGISTERED	impression	occ=1	passages=V11-B15-G3-004
UNREGISTERED	improvement	occ=1	passages=V11-B15-G2-009
UNREGISTERED	include	occ=1	passages=V11-B15-G3-015
UNREGISTERED	inconclusive	occ=1	passages=V11-B15-G3-016
UNREGISTERED	incorrectly	occ=1	passages=V11-B15-G3-005
FUTURE_V7	increasing	occ=1	passages=V11-B15-G2-016
UNREGISTERED	independently	occ=1	passages=V11-B15-G3-002
UNREGISTERED	indicator	occ=1	passages=V11-B15-G3-016
FUTURE_V7	indoor	occ=1	passages=V11-B15-G1-003
FUTURE_V7	information	occ=1	passages=V11-B15-G1-016
UNREGISTERED	injured	occ=1	passages=V11-B15-G2-011
UNREGISTERED	intended	occ=1	passages=V11-B15-G3-007
UNREGISTERED	interpret	occ=1	passages=V11-B15-G3-016
UNREGISTERED	interruptions	occ=1	passages=V11-B15-G2-011
UNREGISTERED	joke	occ=1	passages=V11-B15-G1-013
FUTURE_V7	judging	occ=1	passages=V11-B15-G3-016
FUTURE_V7	keep	occ=1	passages=V11-B15-G1-010
FUTURE_V7	kept	occ=1	passages=V11-B15-G1-015
UNREGISTERED	lack	occ=1	passages=V11-B15-G3-008
FUTURE_V7	letter	occ=1	passages=V11-B15-G1-006
UNREGISTERED	lid	occ=1	passages=V11-B15-G1-008
UNREGISTERED	likely	occ=1	passages=V11-B15-G3-009
FUTURE_V7	limited	occ=1	passages=V11-B15-G2-009
UNREGISTERED	linked	occ=1	passages=V11-B15-G3-015
UNREGISTERED	liquid	occ=1	passages=V11-B15-G1-010
UNREGISTERED	logs	occ=1	passages=V11-B15-G3-001
UNREGISTERED	loss	occ=1	passages=V11-B15-G3-001
UNREGISTERED	lowered	occ=1	passages=V11-B15-G2-008
UNREGISTERED	lunchtime	occ=1	passages=V11-B15-G2-008
UNREGISTERED	machine	occ=1	passages=V11-B15-G3-002
UNREGISTERED	maintenance	occ=1	passages=V11-B15-G3-008
UNREGISTERED	manager	occ=1	passages=V11-B15-G3-005
UNREGISTERED	margin	occ=1	passages=V11-B15-G3-006
UNREGISTERED	matching	occ=1	passages=V11-B15-G3-009
UNREGISTERED	measurement	occ=1	passages=V11-B15-G3-016
UNREGISTERED	mechanical	occ=1	passages=V11-B15-G3-001
UNREGISTERED	meetings	occ=1	passages=V11-B15-G3-008
UNREGISTERED	melted	occ=1	passages=V11-B15-G2-006
UNREGISTERED	mention	occ=1	passages=V11-B15-G3-007
UNREGISTERED	merely	occ=1	passages=V11-B15-G3-014
UNREGISTERED	milk	occ=1	passages=V11-B15-G3-001
UNREGISTERED	narrower	occ=1	passages=V11-B15-G3-010
UNREGISTERED	normally	occ=1	passages=V11-B15-G3-003
FUTURE_V7	nothing	occ=1	passages=V11-B15-G1-008
UNREGISTERED	noticing	occ=1	passages=V11-B15-G2-001
UNREGISTERED	obtain	occ=1	passages=V11-B15-G3-005
UNREGISTERED	option	occ=1	passages=V11-B15-G3-010
FUTURE_V7	order	occ=1	passages=V11-B15-G1-016
UNREGISTERED	ordinary	occ=1	passages=V11-B15-G3-001
UNREGISTERED	organizing	occ=1	passages=V11-B15-G2-011
UNREGISTERED	orientation	occ=1	passages=V11-B15-G3-006
UNREGISTERED	outdoors	occ=1	passages=V11-B15-G3-009
UNREGISTERED	pace	occ=1	passages=V11-B15-G3-013
UNREGISTERED	particular	occ=1	passages=V11-B15-G3-010
FUTURE_V7	past	occ=1	passages=V11-B15-G1-004
UNREGISTERED	percentage	occ=1	passages=V11-B15-G3-010
UNREGISTERED	permanent	occ=1	passages=V11-B15-G3-014
FUTURE_V7	person	occ=1	passages=V11-B15-G1-011
UNREGISTERED	phrases	occ=1	passages=V11-B15-G2-012
FUTURE_V7	price	occ=1	passages=V11-B15-G2-009
UNREGISTERED	production	occ=1	passages=V11-B15-G3-011
UNREGISTERED	progress	occ=1	passages=V11-B15-G2-017
UNREGISTERED	property	occ=1	passages=V11-B15-G3-012
UNREGISTERED	proposed	occ=1	passages=V11-B15-G3-011
UNREGISTERED	protective	occ=1	passages=V11-B15-G3-002
UNREGISTERED	public	occ=1	passages=V11-B15-G2-013
UNREGISTERED	puddles	occ=1	passages=V11-B15-G3-008
UNREGISTERED	quietest	occ=1	passages=V11-B15-G3-014
UNREGISTERED	quoted	occ=1	passages=V11-B15-G3-004
UNREGISTERED	radar	occ=1	passages=V11-B15-G3-009
UNREGISTERED	rainfall	occ=1	passages=V11-B15-G3-016
FUTURE_V7	rainwater	occ=1	passages=V11-B15-G3-008
UNREGISTERED	range	occ=1	passages=V11-B15-G3-001
UNREGISTERED	rank	occ=1	passages=V11-B15-G3-008
FUTURE_V7	reach	occ=1	passages=V11-B15-G2-006
FUTURE_V7	realize	occ=1	passages=V11-B15-G2-007
UNREGISTERED	redesign	occ=1	passages=V11-B15-G2-012
UNREGISTERED	refrigerators	occ=1	passages=V11-B15-G3-001
UNREGISTERED	registered	occ=1	passages=V11-B15-G3-009
UNREGISTERED	rehearsal	occ=1	passages=V11-B15-G1-003
FUTURE_V7	remember	occ=1	passages=V11-B15-G1-005
UNREGISTERED	reminder	occ=1	passages=V11-B15-G3-013
UNREGISTERED	repeat	occ=1	passages=V11-B15-G2-016
UNREGISTERED	revealing	occ=1	passages=V11-B15-G3-007
UNREGISTERED	rewrite	occ=1	passages=V11-B15-G3-002
UNREGISTERED	riders	occ=1	passages=V11-B15-G3-008
UNREGISTERED	riku	occ=1	passages=V11-B15-G2-005
UNREGISTERED	rolling	occ=1	passages=V11-B15-G3-001
UNREGISTERED	rotations	occ=1	passages=V11-B15-G3-006
UNREGISTERED	rust	occ=1	passages=V11-B15-G3-008
FUTURE_V7	safe	occ=1	passages=V11-B15-G1-010
FUTURE_V7	safely	occ=1	passages=V11-B15-G1-012
UNREGISTERED	sakura	occ=1	passages=V11-B15-G3-005
FUTURE_V7	saved	occ=1	passages=V11-B15-G1-009
FUTURE_V7	searching	occ=1	passages=V11-B15-G1-009
UNREGISTERED	selected	occ=1	passages=V11-B15-G3-007
FUTURE_V7	serving	occ=1	passages=V11-B15-G2-009
UNREGISTERED	sessions	occ=1	passages=V11-B15-G3-006
UNREGISTERED	shifted	occ=1	passages=V11-B15-G3-008
UNREGISTERED	shop	occ=1	passages=V11-B15-G2-009
UNREGISTERED	shortage	occ=1	passages=V11-B15-G2-015
UNREGISTERED	shortened	occ=1	passages=V11-B15-G3-004
UNREGISTERED	silver	occ=1	passages=V11-B15-G1-014
UNREGISTERED	smelling	occ=1	passages=V11-B15-G1-010
UNREGISTERED	smoothly	occ=1	passages=V11-B15-G2-004
UNREGISTERED	snowfall	occ=1	passages=V11-B15-G2-006
UNREGISTERED	softer	occ=1	passages=V11-B15-G2-008
FUTURE_V7	soon	occ=1	passages=V11-B15-G1-007
UNREGISTERED	sort	occ=1	passages=V11-B15-G3-007
FUTURE_V7	stage	occ=1	passages=V11-B15-G1-003
UNREGISTERED	stated	occ=1	passages=V11-B15-G3-015
UNREGISTERED	storybook	occ=1	passages=V11-B15-G2-012
UNREGISTERED	strengths	occ=1	passages=V11-B15-G3-011
